cod_depto,departamento,cod_mupio,municipio,extorsiones_por_100_000_habitantes,homicidios_por_100_000_habitantes,faltas_por_100_000_habitantes,casos_por_conflictividad,ranking_gestion_municipal,pdm_ot,brecha_de_la_red_vial_,distancia_promedio_a_aeropuertos,distancia_promedio_a_puertos,tasa_de_electrificacion_,cobertura_de_agua_y_saneamiento,deficit_de_vivienda,radiobases_de_telefonia_celular_por_km2,usuarios_de_internet,tasa_de_inflacion,pobreza,gini,gasto_en_salud_publica,tasa_de_desnutricion_cronica,gasto_en_educacion,tasa_neta,alumnos_por_docente,capacitacion_tecnica,graduandos_mate_lectura,carga_tributaria,inversion_publica,afiliacion_al_igss,afiliados_por_patrono_particular,peso_del_gobierno_en_la_contratacion,salario_minimo,ingreso_medio,deportados,km2_a_cargo_de_cada_agencia,agentes_bancarios,depositos,cartera_de_creditos,pib_local,remesas,turistas_por_1_000_habitantes,costo_iniciar_un_negocio_,tiempo_iniciar_un_negocio_,fuerza_laboral_sector_servicios_,inversion,instituciones,infraestructura,adopcion_de_tics,entorno_economico,salud,fuerza_laboral_y_talento,inversion_productiva,mercado_laboral,sistema_financiero,tamano_del_mercado,dinamismo_de_los_negocios,capacidad_de_innovacion,icl_2023,ranking,pib_per_capita,poblacion,ladinos_porcentaje,extension_territorial,densidad_poblacional,wes_score_mean,area_mean,arear,establecimientos_turisticos,turismo_pp,tasa_global_de_participacion,tasa_global_de_participacion_indigena,tasa_global_de_participacion_mujeres,educ,indigena_educ,mujeres_educ_mean,turistico,migra_vida_pout,agricultura,indicador_501_autonomia_financiera_municipal,indicador_501_autonomia_financiera_municipal_cod,indicador_502_ingresos_propios_por_habitante_sin_regalias_,indicador_502_ingresos_propios_por_habitante_sin_regalias_cod,indicador_503_ingresos_del_iusi_en_relacion_a_los_ingresos_propios_sin_regalias_,indicador_503_ingresos_del_iusi_en_relacion_a_los_ingresos_propios_sin_regalias_cod,indicador_504_inversion_anual_en_capital_fijo_por_habitante,indicador_504_inversion_anual_en_capital_fijo_por_habitante_cod,indicador_505_inversion_anual_en_capital_fijo_con_recursos_percibidos_por_ingresos_propios,indicador_505_inversion_anual_en_capital_fijo_con_recursos_percibidos_por_ingresos_propios_cod,indicador_506_inversion_anual_en_capital_fijo_con_recursos_percibidos_por_transferencias_del_gobierno_central_,indicador_506_inversion_anual_en_capital_fijo_con_recursos_percibidos_por_transferencias_del_gobierno_central_cod,no_corr,factor_0,clusters_num,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,clusters
13,HUEHUETENANGO,1316,San Juan Atitán,100.0,100.0,73.54905903,0.0,16.87998417,33.33333333,43.28064959,48.12408555,8.809394727,83.86,61.90247418,48.56603957,31.25,4.194998271,52.58622975,17.04379872,59.6770648,6.325455031,4.946378725,29.11635213,53.4690362,0.0,11.22270833,,6.483832108,92.8800962,5.265550608,33.54322392,12.83498275,21.95477598,8.131858835,84.15404346,30.50108932,100,92.50180619,39.01214232,0.940722357,77.38077255,0.827503288,72.96756554,93.88646288,2.536597763,0,55.59110847,48.85179243,16.19606258,58.90695451,6.816108185,16.99513916,48.65086285,28.23949399,61.67715564,12.91019576,56.18259014,0,38.05848294,323,3559.415115,26031,0.9973,64,406.734375,-0.606838091,1.785491232,2,0,0.0,0.400635604,0.533707865,0.1873297,5.09,4.46,5.24,0,0.0,0.53,0.075,Bajo,0.0318,Bajo,0.0,Bajo,0.1132,Bajo,0.0,Bajo,0.477,Medio,124.0,-4.268349887044763,0,2.1558033670265053,0.16365636414710197,-1.9082124297255978,0.28269349254872306,-1.8669517019427035,0.42010169572759837,0
13,HUEHUETENANGO,1317,Santa Eulalia,100.0,100.0,30.62993643,0.0,26.18206161,100.0,43.28064959,59.07560539,26.34047199,72.65,32.34486964,29.05689081,8.047945205,13.19206319,52.58622975,25.43125813,48.52391251,4.737801981,30.22294064,29.88002714,61.45422164,0.0,11.56648865,1.633986928,12.34828148,64.76835141,5.950112447,33.54322392,12.83498275,21.95477598,8.131858835,76.71018811,30.50108932,100,100.0,74.29756144,0.207183114,0.0,0.827503288,44.05404695,93.88646288,2.952857158,0,73.27589581,43.61109973,9.532886494,57.98505688,18.42820554,20.91425828,40.11450363,30.07791262,70.75372149,3.12319222,46.10879683,0,34.82145958,338,1868.976671,51910,0.9975,292,177.7739726,-0.729299697,1.907302943,2,2,0.385282219,0.142703799,0.142669375,0.054739204,2.7,2.7,2.34,0,0.0,0.52,0.0728,Bajo,0.0197,Bajo,0.018,Bajo,0.0601,Bajo,0.0456,Bajo,0.3942,Medio bajo,136.0,-6.363619668909264,0,-3.1803348240587317,-0.9321293363953179,0.547472863060367,1.6859366859400804,-0.0567088523442554,-0.1310021897974505,0
13,HUEHUETENANGO,1318,San Mateo Ixtatán,100.0,100.0,99.29922281,0.0,13.47494593,33.33333333,43.28064959,59.37990103,29.0970573,74.37,63.77761939,38.92768499,1.964285714,3.89349368,52.58622975,21.09291705,40.80249938,5.767081805,22.34260075,26.72324475,60.85294043,0.0,13.34935092,0.0,15.55544478,60.97885029,4.146436401,33.54322392,12.83498275,21.95477598,8.131858835,79.48831671,30.50108932,100,100.0,93.59453104,0.093578699,0.0,0.827503288,28.24175668,93.88646288,1.856101456,0,71.69026877,51.28517054,3.022086882,53.96513881,14.3337643,18.7301556,42.8328565,27.66545667,75.47521644,0.308770847,40.6757192,0,33.82687049,340,1483.638066,60203,0.9787,560,107.5053571,-0.71764616,1.648325018,2,0,0.0,0.42464864,0.387324601,0.231732471,4.72,3.49,4.59,0,0.0,0.85,0.0236,Bajo,0.0051,Bajo,0.0091,Bajo,0.0596,Bajo,0.0,Bajo,0.4881,Medio,126.0,-6.242168291881076,0,0.7735374380440341,1.710020334059417,0.8290202640085961,0.14391921139309816,-0.7945709791886618,1.269483864489607,0
13,HUEHUETENANGO,1319,Colotenango,100.0,98.95001146,2.04012325,0.0,11.69367788,100.0,43.28064959,45.18699962,8.570734034,78.23,60.49021248,49.40675747,16.1971831,4.189813266,52.58622975,15.45307366,61.39293438,6.018445319,31.11505459,32.80231799,59.97576723,0.0,15.74983303,0.0,11.62410225,72.48909797,10.13479612,33.54322392,12.83498275,21.95477598,8.131858835,79.84203235,30.50108932,100,100.0,69.94029516,0.812934208,16.75197452,0.827503288,47.62447073,93.88646288,5.497424787,0,65.8378352,47.22224402,16.91167784,58.94866935,18.47812475,21.01273829,36.42239237,27.94658908,69.74310867,0.54920001,48.38268735,0,35.75384122,336,1985.41354,44823,0.9854,71,631.3098592,-0.739816199,1.849757403,2,11,2.454097227,0.354839046,0.431313131,0.193038566,5.54,3.88,5.18,1,0.0,0.65,0.06,Bajo,0.0175,Bajo,0.0,Bajo,0.1067,Bajo,0.0,Bajo,0.8633,Alto,112.0,-4.9536041879110115,0,1.4750745153306468,0.6178947505934659,-0.4410769304196691,0.49021587785495213,-0.8165829953018707,1.2660046125201607,0
13,HUEHUETENANGO,1320,San Sebastián Huehuetenango,100.0,100.0,100.0,0.0,22.81588322,66.66666667,43.28064959,52.13878249,11.86946421,78.05,44.66095771,41.40239207,16.2037037,9.653036222,52.58622975,18.20068967,61.39293438,6.016589297,33.49402512,32.25965795,54.64158535,0.0,11.11524666,7.575757576,11.08420452,65.30115176,6.134262411,33.54322392,12.83498275,21.95477598,8.131858835,92.66071236,30.50108932,100,100.0,66.69182007,0.537145793,86.62962701,0.827503288,50.28633071,93.88646288,3.064832656,0,76.61278505,44.91339283,11.43486558,59.86454135,19.49129035,25.04181309,37.58549049,32.45190264,68.87794947,25.64849014,48.44100379,0,38.92009572,313,2082.120549,43261,0.9586,108,400.5648148,-0.736891792,1.883082838,2,0,0.0,0.369112553,0.409952607,0.129138167,3.32,3.5,3.01,0,0.0,0.59,0.0687,Bajo,0.0204,Bajo,0.0,Bajo,0.1179,Bajo,0.0,Bajo,0.6779,Medio alto,132.0,-5.306199957488468,0,-0.44324689038526394,0.09061124406084407,-0.49220515865883785,0.7496706972063002,-1.7815883877672125,-0.398328478631203,0
13,HUEHUETENANGO,1321,Tectitán,100.0,100.0,96.20687085,0.0,17.8636161,66.66666667,43.28064959,29.61104079,0.892408886,82.48,60.11513158,47.33635023,30.88235294,22.56874581,52.58622975,31.21571289,65.68260834,17.65508188,34.08876775,41.7394619,68.53806609,44.5660978,17.68724538,0.0,5.997788031,82.56136657,20.25916128,33.54322392,12.83498275,21.95477598,8.131858835,79.76059273,30.50108932,100,83.69358044,36.08769573,0.432545281,68.92339488,0.827503288,75.36391063,93.88646288,11.65371613,0,74.18818477,43.74061533,22.08500157,65.63277374,26.22058312,32.15481343,43.63195895,26.6374167,60.97109733,0.423078644,59.82195681,0,42.20915759,278,3847.860225,11928,0.1944,68,175.4117647,-0.57737776,1.903508772,2,0,0.0,0.43827796,0.446924177,0.230179249,4.58,4.22,4.56,0,0.0,0.64,0.0346,Bajo,0.0225,Bajo,0.0,Bajo,0.1827,Bajo,0.0,Bajo,0.1443,Bajo,139.0,-3.002250039667245,0,1.934168758162532,-1.4912195911155528,-0.862623217109652,0.0631658083178174,-0.7838343778877452,1.1122355383821472,0
13,HUEHUETENANGO,1322,Concepción Huista,100.0,100.0,0.0,0.0,17.15821845,100.0,43.28064959,50.52606487,15.85285069,92.89,65.23272214,69.98611848,17.64705882,18.87023765,52.58622975,41.48312009,62.25086917,8.962375593,36.17036697,44.49684591,71.04223705,0.0,10.93300445,0.0,8.645197654,68.37348013,8.466042965,33.54322392,12.83498275,21.95477598,8.131858835,69.30266998,30.50108932,100,100.0,52.0167203,0.301551808,2.90630079,0.827503288,62.3113762,93.88646288,4.48271123,0,66.74859196,55.69775278,12.77237792,67.91132975,22.34194563,28.41658923,37.28094173,25.98405559,64.97766138,0.378731481,53.62578869,0,37.92093635,325,2669.534108,21208,0.9406,119,178.2184874,-0.365456942,1.595486601,2,0,0.0,0.393619972,0.403508772,0.159876225,4.74,4.08,4.84,0,0.0,0.68,0.1198,Bajo,0.0569,Bajo,0.001,Bajo,0.1512,Bajo,0.0,Bajo,0.4929,Medio,113.0,-4.055474488014079,0,1.4545996171848001,-0.311220526059211,-0.31983772338744076,0.6836317975773585,0.7072061755111546,1.0962181634911965,0
13,HUEHUETENANGO,1323,San Juan Ixcoy,100.0,100.0,1.004543683,0.0,19.19281315,100.0,43.28064959,59.36658502,24.60778032,70.71,29.28254265,22.431373,9.821428571,12.7730768,52.58622975,30.49265604,45.95010813,5.511780183,34.83219605,24.4477113,54.24950053,32.74540637,20.65241158,0.0,5.320856019,75.53864972,8.665652975,33.54322392,12.83498275,21.95477598,8.131858835,70.14721148,30.50108932,100,71.42603052,32.0147081,0.384456944,51.90603707,0.827503288,78.70139129,93.88646288,4.60408747,0,73.76363846,41.40617359,13.61941429,58.81425473,19.92180918,29.19870179,45.18616968,27.63920702,58.34463079,13.82729987,58.01911161,0,36.13109998,334,4337.394194,31081,0.9529,224,138.7544643,-0.660537889,1.89553634,2,0,0.0,0.379496872,0.377152341,0.116440113,3.8,3.75,3.61,0,0.0,0.49,0.1153,Bajo,0.0425,Bajo,0.0,Bajo,0.1222,Bajo,0.0,Bajo,0.4844,Medio,125.0,-4.249080950342333,0,-0.00978488262476936,-1.7675860961428547,-0.842799160471935,-0.1682736067186371,-0.9973127096352377,0.3904496667309199,0
13,HUEHUETENANGO,1324,San Antonio Huista,100.0,100.0,78.88998211,0.0,28.97107931,100.0,43.28064959,41.24578737,12.2694318,89.22,76.72239108,64.53676377,13.46153846,41.5100202,52.58622975,61.72871176,51.95565167,8.328639659,75.27469511,36.71489229,76.90726876,76.13553955,9.529510004,5.263157895,9.803210599,80.02791536,10.24934243,33.54322392,12.83498275,21.95477598,8.131858835,84.70020835,30.50108932,100,100.0,58.98429212,0.180331061,55.44598403,0.827503288,56.60202026,93.88646288,5.567076607,0,76.54347793,54.22052243,26.92472185,71.22812114,41.17652084,43.14100438,42.07931771,32.20342303,66.7207317,20.27620227,51.83468959,0,45.89419685,217,2354.193024,19311,0.2627,156,123.7884615,-0.029663768,1.607649443,2,6,3.10703744,0.468184507,0.46932956,0.260205879,4.91,4.81,4.69,1,0.2,0.49,0.1682,Bajo,0.0891,Bajo,0.0,Bajo,0.1269,Bajo,0.0,Bajo,0.5692,Medio,121.0,-1.597304277959629,2,2.374105625253177,0.4604033481016629,-0.8090417313483075,0.06817125166256456,1.311354862423758,0.17476862845799712,2
13,HUEHUETENANGO,1325,San Sebastián Coatán,100.0,100.0,99.11530964,0.0,17.93706942,100.0,43.28064959,55.86003387,24.52132116,85.6,65.00845206,44.56564677,5.05952381,26.99826489,52.58622975,24.99742402,59.6770648,7.539747441,40.48225106,26.6069793,54.72725559,60.75773018,25.92564882,0.0,6.91010348,90.89570994,14.27833043,33.54322392,12.83498275,21.95477598,8.131858835,71.44303451,30.50108932,100,100.0,41.57694646,0.327742459,34.16101711,0.827503288,70.86591806,93.88646288,8.01697085,0,82.79671356,52.96736906,16.03593112,61.55816294,22.40844611,33.72225105,44.21147418,28.40253855,62.29687671,3.713972274,57.56312508,0,41.39639921,289,3339.841447,25935,0.9989,168,154.375,-0.553313278,1.947597199,2,0,0.0,0.419680692,0.480916031,0.219846712,4.92,3.81,4.91,0,0.0,0.43,0.075,Bajo,0.0362,Bajo,0.0,Bajo,0.0943,Bajo,0.0,Bajo,0.3362,Medio bajo,131.0,-3.366872819610776,0,1.6674021711495273,-0.09205854375505089,-0.7075707632046403,0.33947430431104514,-0.1162022231448763,1.2916075850586353,0
